"","title","year","topic"
"434","PREVIEW_–_MELTEM.txt",2013,1
"435","Programme_de_films_«_Wild_is_the_Night_»+_UTF8.txt",2013,3
"436","RENCONTRE_–_JOSEPH_DIRAND.txt",2013,1
"437","Rencontre_avec_Phill_Niblock.txt",2013,2
"438","Rencontre_entre_Tyler_Cassity_et_Tom_Holmes+_UTF8.txt",2013,5
"439","Rencontre_et_Projection.txt",2013,8
"440","Rencontre_Roe_Ethridge_:_Gunnar_B+_UTF8.txt",2013,6
"441","Revue_Initiales_2ème_numéro+_UTF8.txt",2013,5
"442","SAVAGE_ABDUCTIONS_-_1ère_rencontre.txt",2013,6
"443","SAVAGE_ABDUCTIONS_-_2ème_rencontre+_UTF8.txt",2013,6
"444","Savage_Abductions_-_3ème_Rencontre+_UTF8.txt",2013,6
"445","Sealand_Day+_UTF8.txt",2013,5
"446","Signature_du_livre_«_Hypnotized_»+_UTF8.txt",2013,5
"447","SILENCIO:CONCERT_-_RHYE.txt",2013,8
"448","Soirée_Muette_-_Neïl_Beloufa.txt",2013,1
"449","Sortie_du_film_et_du_livre_«_The_Black_Moon_»_suivi_par_une_projection+_UTF8.txt",2013,5
"450","TALK_-_PERFORMANCE.txt",2013,3
"451","The_LP_Collection+_UTF8.txt",2013,2
"452","Time_Based_Exhibition.txt",2013,3
"453","Trésors+_UTF8.txt",2013,2
"454","Un_autre_regard_sur_le_Mali.txt",2013,5
"455","Vahram_Muratyan+_UTF8.txt",2013,5
"456","Vertical_Stage_Session.txt",2013,5
"457","Virgule,_etc+_UTF8.txt",2013,5
"458","WIM_WENDERS_-_3D_et_création_artistique.txt",2013,1
"459","Zones,_2013+_UTF8.txt",2013,3
"460","""La_Plasticité_du_langage""+_UTF8.txt",2012,5
"461","AKI_ONDA.txt",2012,2
"462","ALAIN_KREMSKI.txt",2012,2
"463","ALAIN-GUILLAUME_POIRIER.txt",2012,3
"464","ALEXIS_GUILLIER.txt",2012,6
"465","ANGE_LECCIA.txt",2012,4
"466","Anthea_Hamilton.txt",2012,4
"467","Arnaud_FLEURENT_DIDIER.txt",2012,4
"468","ART_BASEL_-_BÂLE.txt",2012,1
"469","Attractions_-_1ère_séance+_UTF8.txt",2012,4
"470","Attractions_-_2ème_rencontre+_UTF8.txt",2012,4
"471","Attractions_-_3ème_séance+_UTF8.txt",2012,4
"472","AUDE_PICAULT_&_WINTER_FAMILY.txt",2012,4
"473","BARBARA_POLLA.txt",2012,3
"474","Beauty_of_Fear_et_Fetish_&_Figure.txt",2012,3
"475","BENJAMIN_SEROR.txt",2012,4
"476","BYOB.txt",2012,3
"477","Cécile_Beau.txt",2012,4
"478","CHRISTIAN_MARCLAY_&_PHIL_MINTON.txt",2012,4
"479","CHRISTINE_ANGOT.txt",2012,6
"480","CHRISTOPHE_ET_DANIEL_BUREN.txt",2012,2
"481","CLAUDE_CATTELAIN.txt",2012,4
"482","Concert_surprise.txt",2012,2
"483","Concert-performance_de_Mark_Leckey.txt",2012,2
"484","Conférence_autour_d'Alexandre_Kojève+_UTF8.txt",2012,5
"485","Conversation_entre_Alan_Vega_et_Mathieu_Copeland+_UTF8.txt",2012,2
"486","Conversations_sur_tout_ce_qui_tombe_-_1ère_rencontre+_UTF8.txt",2012,7
"487","Conversations_sur_tout_ce_qui_tombe_-_2ème_rencontre+_UTF8.txt",2012,7
"488","Cours_de_mathématiques_existentielles.txt",2012,7
"489","Creative_Gallery_by_Windows_8+_UTF8.txt",2012,3
"490","D.J._session_by_Dj_F.E.X..txt",2012,2
"491","DAAN_VANDEWALLE.txt",2012,2
"492","DIX_MILLE_CHOSES.txt",2012,5
"493","DJ_Set_par_Alicja_Kwade_et_Gregor_Hildebrandt+_UTF8.txt",2012,1
"494","Do_it_yourself.txt",2012,1
"495","DOCUMENTA_-_KASSEL.txt",2012,1
"496","Donatienne_MICHEL_DANSAC.txt",2012,2
"497","EGLE_BUDVYTYTE.txt",2012,8
"498","ENCYCLOPÉDIE_DE_LA_PAROLE.txt",2012,6
"499","Felicia_Atkinson.txt",2012,2
"500","Fouad_Bouchoucha,_en_collaboration_avec_Hélène_Meisel_Handling.txt",2012,6
"501","FOUAD_BOUCHOUCHA.txt",2012,8
"502","From_text_to_textile,_from_talk_to_love_and_hate_in_the_Garden_of_Eden+_UTF8.txt",2012,4
"503","GLORIA_FRIEDMANN.txt",2012,5
"504","GWENAËL_MORIN.txt",2012,5
"505","HAJNAL_NEMETH.txt",2012,4
"506","HELGA_WRETMAN.txt",2012,4
"507","HONG_KONG_POLICE_TERRORISTE_ORGANISATION.txt",2012,3
"508","Idéographie.txt",2012,4
"509","In-A-Gadda-Da-Vida+_UTF8.txt",2012,4
"510","IVAN_BACCIOCCHI_ET_MAXIME_ROSSI.txt",2012,4
"511","JACQUES_LIZÈNE.txt",2012,5
"512","JONAS_MEKAS.txt",2012,4
"513","KALEIDOSCOPE_MAGAZINE_–_TALK_+_LAUNCH_PARTY_>_FOCUS_ON_AFRICA.txt",2012,5
"514","LA_CHATTE.txt",2012,2
"515","La_Nuit_Blanche.txt",2012,8
"516","La_vengeance_du_professeur_Zarkus+_UTF8.txt",2012,4
"517","Laboratoire_éclairé_de_la_consolation+_UTF8.txt",2012,6
"518","Laëtitia_Badaut_Haussmann.txt",2012,5
"519","Lancement_de_la_publication_""Code_Magazine_2.0_in_situ"".txt",2012,5
"520","Lancement_du_fanzine_l'Attrape-Rêve_N°5+_UTF8.txt",2012,5
"521","LE_CORPS_COLLECTIF.txt",2012,4
"522","Lecture_et_performance_par_Cecile_B+_UTF8.txt",2012,5
"523","Les_étranges_études_de_genre_de_Joep_van_Liefland+_UTF8.txt",2012,3
"524","Lost_and_found.txt",2012,3
"525","LUCAS_ABELA.txt",2012,2
"526","Magazine_Figure.txt",2012,5
"527","Make_and_Mark+_UTF8.txt",2012,5
"528","Mathieu_Kleyebe_Abonnenc_-_Concert_final.txt",2012,8
"529","Mathieu_Kleyebe_Abonnenc.txt",2012,8
"530","MATTHEW_HERBERT.txt",2012,6
"531","Middle_East_Evening+_UTF8.txt",2012,2
"532","MONTE_LASTER.txt",2012,3
"533","MY_LITTLE_DEAD_DICK.txt",2012,4
"534","Nicolas_Jorio.txt",2012,2
"535","NOÉ_SOULIER.txt",2012,4
"536","Olga_Rozenblum+_UTF8.txt",2012,3
"537","OLIVER_BEER.txt",2012,4
"538","Olivier_(Moana_Paul)_Marboeuf.txt",2012,5
"539","OLIVIER_SAILLARD.txt",2012,4
"540","Onejoon_Che.txt",2012,6
"541","Oriol_Vilanova.txt",2012,5
"542","PALAIS_DE_TOKYO_–_OPENING.txt",2012,1
"543","Performance_de_John_Giorno.txt",2012,2
"544","Performance_SFP2012.txt",2012,3
"545","Petra_Koehle_et_Nicolas_Vermot_Petit-Outhenin.txt",2012,5
"546","Pour_Julius_Eastman_-_Conférence_finale.txt",2012,8
"547","Projection_et_conférence_de_Jon_Rafman_et_Marie_Lechner.txt",2012,6
"548","Push_Your_Art+_UTF8.txt",2012,3
"549","Pussy_Riot.txt",2012,5
"550","Quentin_Sirjacq.txt",2012,2
"551","Radical_Organizations+_UTF8.txt",2012,6
"552","Rééducation.txt",2012,5
"553","Rencontre_avec_Renata_Poljak+_UTF8.txt",2012,6
"554","Rencontre_Catherine_David_et_Okwui_Enwezor_autour_de_l'oeuvre_de_Wifredo_Lam.txt",2012,5
"555","Rencontre_exceptionnelle_avec_Fujiko_Nakaya+_UTF8.txt",2012,5
"556","Revivez_l'(Entre)Ouverture.txt",2012,4
"557","S.P.A.M.M..txt",2012,1
"558","Sarah_Fauguet_&_David_Cousinard.txt",2012,4
"559","Signature_par_Sophie_Calle.txt",2012,5
"560","Signs_and_Wonders+_UTF8.txt",2012,6
"561","SILENT_FOOTBALL_(PIANO_SOLO).txt",2012,6
"562","Strange_Interlude.txt",2012,6
"563","The_Dark_Cube.txt",2012,4
"564","Thierry_Liegeois.txt",2012,2
"565","THREE_STAR_BOOKS.txt",2012,5
"566","Throw_the_cobwebs_from_your_eyes.txt",2012,5
"567","TRIP_–_BIENNALE_DE_BERLIN.txt",2012,1
"568","Un_été_à_Alger.txt",2012,5
"569","URBAN_MOBS.txt",2012,6
"570","Vente_aux_enchères_de_l'immatériel+_UTF8.txt",2012,5
"571","Vincent_Ganivet.txt",2012,6
"572","VistaVisions.txt",2012,5
"573","Vitrines_sur_l'art_-_Paris_&_Création_:_Galeries_Lafayette_Haussmann.txt",2012,5
"574","Voxpop_magazine+_UTF8.txt",2012,5
"575","William_Kentridge+_UTF8.txt",2012,5
"576","XAVIER_BOUSSIRON_ET_SOPHIE_PEREZ.txt",2012,3
"577","Yemenwed+_UTF8.txt",2012,5
